DATA

VEHICLE
ID	LON	LAT	NUMBER	CAPACITY	COST
1	120.190740	30.273126	93	5.000000	5
2	120.190740	30.273126	91	5.000000	7
3	120.190740	30.273126	99	5.000000	9
4	120.190740	30.273126	93	10.000000	5
5	120.190740	30.273126	102	10.000000	7
6	120.190740	30.273126	103	10.000000	9
7	120.190740	30.273126	107	15.000000	5
8	120.190740	30.273126	101	15.000000	7
9	120.190740	30.273126	99	15.000000	9
10	120.134184	30.297193	91	5.000000	5
11	120.134184	30.297193	92	5.000000	7
12	120.134184	30.297193	103	5.000000	9
13	120.134184	30.297193	92	10.000000	5
14	120.134184	30.297193	94	10.000000	7
15	120.134184	30.297193	104	10.000000	9
16	120.134184	30.297193	90	15.000000	5
17	120.134184	30.297193	108	15.000000	7
18	120.134184	30.297193	95	15.000000	9
19	120.253304	30.201028	94	5.000000	5
20	120.253304	30.201028	90	5.000000	7
21	120.253304	30.201028	106	5.000000	9
22	120.253304	30.201028	102	10.000000	5
23	120.253304	30.201028	92	10.000000	7
24	120.253304	30.201028	107	10.000000	9
25	120.253304	30.201028	92	15.000000	5
26	120.253304	30.201028	105	15.000000	7
27	120.253304	30.201028	100	15.000000	9
28	120.196934	30.251321	107	5.000000	5
29	120.196934	30.251321	106	5.000000	7
30	120.196934	30.251321	95	5.000000	9
31	120.196934	30.251321	105	10.000000	5
32	120.196934	30.251321	106	10.000000	7
33	120.196934	30.251321	93	10.000000	9
34	120.196934	30.251321	105	15.000000	5
35	120.196934	30.251321	103	15.000000	7
36	120.196934	30.251321	99	15.000000	9


CUSTOMER
ID	LON	LAT	DRY_DEMAND	WET_DEMAND	START_TIME	END_TIME	SETVICE_TIME	CAR_NUM	STATION_TYPE
1354	120.136782	30.327261	0.442611	0.312962	0	1440	15	0	0
1355	120.134024	30.299343	0.491328	0.306063	0	1440	18	0	0
1356	120.153555	30.305424	0.457006	0.303465	480	1020	24	0	0
1357	120.117681	30.321323	0.463432	0.302429	0	1440	27	0	0
1358	120.146904	30.291668	0.416510	0.315747	0	1440	28	0	0
1359	120.115733	30.311061	0.427788	0.310306	480	1020	15	0	0
1360	120.110395	30.308532	0.494840	0.306130	0	1440	15	0	0
1361	120.153404	30.304800	0.455341	0.294742	0	1440	29	2	1
1362	120.131654	30.328814	0.447417	0.274468	0	1440	29	2	1
1363	120.135207	30.297123	0.472030	0.305574	480	1020	19	0	0
1364	120.142682	30.323037	0.446261	0.311193	0	1440	26	1	1
1365	120.141075	30.315420	0.462711	0.277821	0	1440	27	1	1
1366	120.134877	30.301840	0.473217	0.297703	0	1440	22	0	0
1367	120.108441	30.297212	0.462673	0.309636	0	1440	20	0	0
1368	120.154867	30.276868	0.451441	0.298504	0	1440	25	2	1
1369	120.155949	30.314708	0.453732	0.305801	0	1440	16	1	1
1370	120.212898	30.257631	0.463880	0.310787	0	1440	28	0	0
1371	120.123047	30.326189	0.458772	0.296253	0	1440	16	2	1
1372	120.150778	30.288357	0.450255	0.302997	0	1440	16	1	1
1373	120.142126	30.296607	0.451931	0.281600	0	1440	19	2	1
1374	120.151860	30.288023	0.435477	0.297419	0	1440	22	2	1
1375	120.152384	30.293875	0.447607	0.299646	480	1020	26	0	0
1376	120.107298	30.299397	0.498014	0.306461	0	1440	18	0	0
1377	120.121242	30.295322	0.450624	0.302564	0	1440	25	0	0
1378	120.136151	30.305838	0.489069	0.318998	0	1440	18	0	0
1379	120.107131	30.308479	0.428604	0.305931	0	1440	24	0	0
1380	120.143350	30.314756	0.467607	0.293202	0	1440	29	0	0
1381	120.174560	30.344294	0.454003	0.304982	0	1440	24	0	0
1382	120.197557	30.354983	0.456294	0.308393	0	1440	16	0	0
1383	120.150474	30.295976	0.457766	0.305584	0	1440	28	0	0
1384	120.141301	30.316493	0.461656	0.299344	0	1440	25	0	0
1385	120.119965	30.308120	0.466306	0.316407	480	1020	17	0	0
1386	120.206326	30.360577	0.423779	0.324009	0	1440	27	1	1
1387	120.155748	30.278819	0.457000	0.286897	0	1440	25	1	1
1388	120.156202	30.284527	0.430598	0.292870	0	1440	16	1	1
1389	120.144806	30.321637	0.488425	0.310832	0	1440	26	0	0
1390	120.138882	30.303078	0.465669	0.307031	0	1440	17	1	1
1391	120.160204	30.303675	0.439910	0.289500	0	1440	21	1	1
1392	120.143291	30.316260	0.465898	0.319851	0	1440	27	0	0
1393	120.139065	30.371536	0.438008	0.308603	0	1440	20	2	1
1394	120.151147	30.289708	0.449762	0.295186	0	1440	21	0	0
1395	120.147291	30.289514	0.434721	0.316287	0	1440	20	0	0
1396	120.143053	30.293178	0.458123	0.305285	0	1440	26	1	1
1397	120.115200	30.331643	0.470320	0.315702	0	1440	28	1	1
1398	120.148139	30.296199	0.471828	0.317123	0	1440	20	0	0
1399	120.150834	30.285924	0.431784	0.297006	0	1440	21	0	0
1400	120.143936	30.323505	0.435498	0.300596	480	1020	21	0	0
1401	120.146489	30.331565	0.448701	0.298564	0	1440	26	0	0
1402	120.145085	30.320628	0.443594	0.298762	0	1440	21	2	1
1403	120.138870	30.300217	0.461095	0.300879	0	1440	24	0	0
1404	120.153217	30.284560	0.412117	0.315080	0	1440	21	1	1
1405	120.147524	30.323405	0.422859	0.289129	480	1020	17	0	0
1406	120.133815	30.323312	0.417182	0.305304	0	1440	26	2	1
1407	120.089531	30.331636	0.497669	0.290660	0	1440	21	1	1
1408	120.127772	30.295452	0.434710	0.296126	0	1440	29	0	0
1409	120.133673	30.320717	0.454236	0.307405	0	1440	24	2	1
1410	120.186275	30.348599	0.480374	0.294566	0	1440	23	0	0
1411	120.136311	30.307551	0.453548	0.291773	0	1440	16	0	0
1412	120.151860	30.288023	0.439092	0.308055	0	1440	27	2	1
1413	120.157680	30.303766	0.457463	0.285981	0	1440	15	0	0
1414	120.139430	30.299957	0.430263	0.284035	0	1440	28	1	1
1415	120.135728	30.325196	0.435864	0.306321	0	1440	24	0	0
1416	120.145700	30.314049	0.450827	0.302825	0	1440	16	0	0
1417	120.150225	30.290623	0.432804	0.290950	0	1440	15	2	1
1418	120.123791	30.335437	0.441380	0.305372	0	1440	26	0	0
1419	120.132274	30.316297	0.442990	0.309880	0	1440	29	0	0
1420	120.149280	30.290448	0.445205	0.298893	0	1440	15	0	0
1421	120.187256	30.349743	0.447928	0.292682	0	1440	16	2	1
1422	120.161950	30.301931	0.454063	0.319102	0	1440	17	1	1
1423	120.145160	30.323656	0.446369	0.309898	0	1440	16	0	0
1424	120.141413	30.300615	0.446749	0.296791	0	1440	24	1	1
1425	120.157631	30.296519	0.438863	0.311991	0	1440	27	0	0
1426	120.143155	30.319885	0.447237	0.323495	0	1440	29	0	0
1427	120.146924	30.325239	0.443796	0.305952	0	1440	26	1	1
1428	120.155237	30.305852	0.436754	0.299678	0	1440	17	1	1
1429	120.147540	30.307591	0.439574	0.296419	0	1440	22	2	1
1430	120.155189	30.304406	0.461322	0.306948	0	1440	18	1	1
1431	120.203370	30.357595	0.452365	0.319772	0	1440	24	0	0
1432	120.207473	30.359220	0.475035	0.305031	0	1440	29	0	0
1433	120.126978	30.307792	0.434679	0.305130	0	1440	29	2	1
1434	120.153021	30.296188	0.427186	0.284730	0	1440	24	0	0
1435	120.146229	30.312355	0.445829	0.294716	0	1440	22	0	0
1436	120.201252	30.356825	0.448740	0.303922	0	1440	15	1	1
1437	120.156426	30.296236	0.456836	0.310633	480	1020	21	0	0
1438	120.158815	30.282229	0.419449	0.295250	0	1440	28	0	0
1439	120.147198	30.292937	0.451542	0.316081	0	1440	24	2	1
1440	120.143567	30.319695	0.462922	0.324776	0	1440	21	0	0
1441	120.126187	30.339487	0.483972	0.285182	0	1440	27	0	0
1442	120.139897	30.300293	0.430059	0.303212	0	1440	15	0	0
1443	120.147276	30.290477	0.458458	0.305278	0	1440	27	2	1
1444	120.139088	30.299781	0.436283	0.301196	0	1440	17	2	1
1445	120.143196	30.297951	0.470433	0.290640	0	1440	26	2	1
1446	120.142890	30.297314	0.433685	0.291883	0	1440	27	0	0
1447	120.155206	30.283418	0.483417	0.279163	0	1440	15	0	0
1448	120.141407	30.299003	0.415154	0.306735	0	1440	21	0	0
1449	120.127481	30.298034	0.418949	0.302184	0	1440	19	0	0
1450	120.162302	30.300839	0.432690	0.305820	0	1440	16	0	0
1451	120.145741	30.290150	0.474296	0.308995	0	1440	19	2	1
1452	120.153109	30.280595	0.438605	0.304252	0	1440	15	1	1
1453	120.158271	30.277423	0.457588	0.310382	480	1020	23	0	0
1454	120.132968	30.315526	0.487441	0.299213	0	1440	19	0	0
1455	120.146759	30.308051	0.455922	0.295072	0	1440	25	0	0
1456	120.132590	30.306924	0.417219	0.297484	0	1440	26	0	0
1457	120.183372	30.373076	0.458207	0.304329	0	1440	28	2	1
1458	120.110528	30.318258	0.460947	0.297171	0	1440	19	0	0
1459	120.150218	30.320469	0.452016	0.290509	0	1440	27	0	0
1460	120.152016	30.286349	0.459165	0.307680	0	1440	26	0	0
1461	120.154580	30.278282	0.458214	0.312710	0	1440	21	1	1
1462	119.269886	29.471953	0.462982	0.300546	480	1020	27	0	0
1463	120.140746	30.296638	0.448063	0.314313	0	1440	25	2	1
1464	120.157505	30.280428	0.430155	0.299914	0	1440	20	0	0
1465	120.110199	30.301131	0.428296	0.302578	0	1440	23	2	1
1466	120.144025	30.317831	0.447065	0.302467	0	1440	26	2	1
1467	120.151508	30.307382	0.465664	0.302691	480	1020	17	0	0
1468	120.341959	30.319143	0.450456	0.292139	0	1440	17	1	1
1469	120.135272	30.306341	0.414670	0.291696	0	1440	23	1	1
1470	120.137429	30.316210	0.442231	0.299086	0	1440	23	1	1
1471	120.141571	30.323534	0.455247	0.293871	0	1440	19	0	0
1472	120.158353	30.301906	0.433961	0.298346	0	1440	21	0	0
1473	120.188776	30.349198	0.475001	0.274509	0	1440	25	2	1
1474	120.094659	30.329044	0.436235	0.287477	0	1440	19	0	0
1475	120.156115	30.282492	0.499716	0.301148	0	1440	15	2	1
1476	120.158400	30.302944	0.466058	0.302679	0	1440	21	1	1
1477	120.151603	30.282233	0.470176	0.300428	480	1020	18	0	0
1478	120.132982	30.303282	0.454474	0.309164	0	1440	20	1	1
1479	120.157732	30.275290	0.465149	0.282953	0	1440	19	2	1
1480	120.143445	30.296502	0.440514	0.293566	0	1440	25	0	0
1481	119.936485	30.240591	0.454564	0.291521	0	1440	16	1	1
1482	120.131232	30.301705	0.438093	0.286788	0	1440	20	2	1
1483	120.093172	30.328417	0.439692	0.303309	0	1440	17	1	1
1484	120.153509	30.283996	0.459074	0.301087	0	1440	16	1	1
1485	120.162907	30.331642	0.473298	0.291294	0	1440	17	0	0
1486	120.156480	30.281804	0.422609	0.306927	0	1440	23	0	0
1487	120.121681	30.325240	0.463961	0.287538	0	1440	29	0	0
1488	120.153643	30.287016	0.447173	0.297831	480	1020	23	0	0
1489	120.140211	30.301861	0.480752	0.298177	0	1440	15	0	0
1490	120.153307	30.305632	0.426518	0.290677	480	1020	25	0	0
1491	120.151178	30.278641	0.455098	0.304330	0	1440	26	2	1
1492	120.122919	30.321847	0.449081	0.288433	0	1440	23	2	1
1493	120.152281	30.282328	0.420663	0.296842	0	1440	21	1	1
1494	120.185988	30.373755	0.440709	0.296536	0	1440	24	0	0
1495	120.134184	30.297193	0.449848	0.296220	0	1440	15	2	1
1496	120.106210	30.303310	0.450505	0.293968	0	1440	19	1	1
1497	120.141006	30.302414	0.444055	0.314066	0	1440	21	0	0
1498	120.119028	30.297724	0.469828	0.291099	0	1440	29	2	1
1499	120.149946	30.286234	0.418334	0.310974	0	1440	28	0	0
1500	120.160439	30.275173	0.416215	0.306833	0	1440	28	0	0
1501	120.146942	30.287855	0.449201	0.307665	0	1440	15	1	1
1502	120.132109	30.307211	0.401318	0.307599	0	1440	24	0	0
1503	120.137263	30.317798	0.436854	0.293660	0	1440	25	2	1
1504	120.158300	30.300133	0.455293	0.295975	480	1020	28	0	0
1505	120.140610	30.298869	0.431186	0.296707	0	1440	26	2	1
1506	120.145842	30.297870	0.450693	0.302634	0	1440	20	0	0
1507	120.155999	30.275813	0.472755	0.303345	0	1440	28	0	0
1508	120.149404	30.302677	0.444108	0.314839	0	1440	22	2	1
1509	120.105454	30.323739	0.451871	0.294538	0	1440	26	1	1
1510	120.147414	30.296839	0.419493	0.293732	0	1440	22	0	0
1511	120.127525	30.338894	0.446403	0.315278	0	1440	18	0	0
1512	120.151557	30.279207	0.488847	0.304299	0	1440	15	0	0
1513	120.144797	30.297136	0.483668	0.290477	0	1440	22	0	0
1514	120.138597	30.317074	0.464920	0.308641	0	1440	23	0	0
1515	120.157556	30.274039	0.455689	0.294139	0	1440	26	0	0
1516	120.159810	30.276190	0.445110	0.299686	0	1440	15	0	0
1517	120.118579	30.308147	0.431057	0.299671	0	1440	21	0	0
1518	120.135933	30.298583	0.451760	0.288750	0	1440	26	1	1
1519	120.141432	30.297827	0.421474	0.294995	0	1440	24	0	0
1520	120.172367	30.345404	0.411272	0.297257	0	1440	28	0	0
1521	120.138008	30.297001	0.458083	0.303182	0	1440	15	0	0
1522	120.114473	30.315169	0.466783	0.298717	0	1440	21	0	0
1523	120.132511	30.306906	0.450348	0.311588	0	1440	29	0	0
1524	120.120506	30.330648	0.473696	0.310874	0	1440	17	0	0
1525	120.151869	30.308715	0.422931	0.306248	0	1440	27	1	1
1526	120.153239	30.285488	0.420723	0.313080	0	1440	25	0	0
1527	120.184804	30.477345	0.429324	0.296959	0	1440	15	0	0
1528	120.154961	30.278084	0.481500	0.303911	480	1020	20	0	0
1529	120.147710	30.284990	0.440457	0.289419	0	1440	24	1	1
1530	120.137847	30.299649	0.441459	0.300725	480	1020	27	0	0
1531	120.158526	30.274762	0.458817	0.303535	0	1440	26	0	0
1532	120.139822	30.302543	0.452170	0.298996	480	1020	23	0	0
1533	120.152124	30.297852	0.449362	0.296438	0	1440	20	0	0
1534	120.297067	30.478940	0.462007	0.298209	0	1440	22	0	0
1535	120.165766	30.249790	0.475298	0.286506	0	1440	19	2	1
1536	120.140972	30.298381	0.459933	0.296373	0	1440	17	0	0
1537	120.134668	30.305719	0.445242	0.295989	0	1440	20	0	0
1538	120.091618	30.328276	0.442417	0.299825	0	1440	16	1	1
1539	120.140330	30.299796	0.429662	0.296235	480	1020	15	0	0
1540	120.156401	30.275337	0.435740	0.303539	0	1440	21	1	1
1541	120.173142	30.228441	0.448145	0.288564	0	1440	23	1	1
1542	120.150923	30.280697	0.452221	0.290688	0	1440	16	2	1
1543	120.162878	30.329488	0.423368	0.308232	0	1440	16	0	0
1544	120.135749	30.300940	0.448923	0.300665	0	1440	18	0	0
1545	120.155609	30.294859	0.462137	0.298300	0	1440	28	0	0
1546	120.143546	30.307628	0.456859	0.307224	0	1440	26	0	0
1547	120.177642	30.218965	0.447827	0.286420	0	1440	18	0	0
1548	120.175610	30.225208	0.474809	0.295735	0	1440	23	1	1
1549	120.181675	30.216986	0.478744	0.306809	480	1020	29	0	0
1550	120.184027	30.252240	0.453685	0.297567	0	1440	25	1	1
1551	120.176028	30.246863	0.467888	0.318578	0	1440	24	0	0
1552	120.174754	30.235147	0.441036	0.288140	0	1440	23	2	1
1553	120.194137	30.235272	0.420053	0.295074	0	1440	25	2	1
1554	120.190042	30.222066	0.447196	0.284550	0	1440	26	0	0
1555	120.154094	30.204353	0.469791	0.274247	0	1440	28	0	0
1556	120.166489	30.226015	0.453398	0.286486	480	1020	23	0	0
1557	120.181545	30.254022	0.447519	0.288741	0	1440	29	0	0
1558	120.167746	30.209254	0.436422	0.304384	0	1440	28	0	0
1559	120.207054	30.232629	0.466940	0.307189	0	1440	18	0	0
1560	120.167057	30.243941	0.438249	0.309878	0	1440	16	0	0
1561	120.167510	30.248352	0.442868	0.303459	0	1440	18	2	1
1562	120.176175	30.254001	0.449143	0.291627	0	1440	16	0	0
1563	120.165603	30.210661	0.459109	0.308814	0	1440	26	2	1
1564	120.169851	30.212379	0.466041	0.287227	0	1440	24	0	0
1565	120.194566	30.225172	0.480775	0.287670	0	1440	19	0	0
1566	120.194711	30.238189	0.424360	0.292021	0	1440	19	0	0
1567	120.169044	30.240320	0.424390	0.310095	0	1440	24	0	0
1568	120.188207	30.229432	0.461403	0.314383	0	1440	25	0	0
1569	120.178432	30.222982	0.509046	0.316028	0	1440	19	0	0
1570	120.205268	30.234830	0.437083	0.302599	0	1440	26	0	0
1571	120.193347	30.236660	0.436889	0.304937	0	1440	15	0	0
1572	120.184495	30.221356	0.441977	0.295327	0	1440	27	0	0
1573	120.185652	30.256560	0.450621	0.308961	480	1020	20	0	0
1574	120.178767	30.252114	0.471474	0.311873	0	1440	15	0	0
1575	120.204929	30.234003	0.439194	0.298102	0	1440	21	1	1
1576	120.171771	30.242164	0.487448	0.303836	480	1020	27	0	0
1577	120.198686	30.233373	0.432057	0.319284	480	1020	25	0	0
1578	120.170938	30.215500	0.449037	0.296780	0	1440	27	0	0
1579	120.180439	30.220736	0.434775	0.303314	0	1440	20	0	0
1580	120.172231	30.212686	0.494434	0.278042	0	1440	23	2	1
1581	120.186231	30.254864	0.461160	0.298656	0	1440	28	0	0
1582	120.174922	30.241947	0.446109	0.318532	0	1440	15	2	1
1583	120.157758	30.206392	0.458150	0.290271	0	1440	16	1	1
1584	120.169043	30.247056	0.445055	0.283418	0	1440	24	0	0
1585	120.175592	30.235035	0.436356	0.287981	0	1440	29	0	0
1586	120.174547	30.255105	0.440115	0.300151	0	1440	19	1	1
1587	120.205269	30.232988	0.434039	0.305309	0	1440	23	0	0
1588	120.173310	30.256485	0.429227	0.303339	480	1020	15	0	0
1589	120.174911	30.225857	0.402980	0.303419	0	1440	27	2	1
1590	120.197383	30.234188	0.485550	0.299575	0	1440	17	0	0
1591	120.181420	30.257320	0.465675	0.323846	480	1020	21	0	0
1592	120.173526	30.252373	0.462137	0.299779	0	1440	17	2	1
1593	120.201894	30.233638	0.407181	0.297796	480	1020	19	0	0
1594	120.199719	30.230428	0.453252	0.297628	0	1440	27	0	0
1595	120.191563	30.232221	0.467434	0.297966	0	1440	26	1	1
1596	120.192219	30.227262	0.461312	0.298482	0	1440	15	1	1
1597	120.172927	30.219769	0.463012	0.291268	0	1440	17	1	1
1598	120.205078	30.231767	0.440783	0.301744	0	1440	15	0	0
1599	120.200023	30.234861	0.494284	0.280254	480	1020	26	0	0
1600	120.175189	30.249563	0.459546	0.305700	0	1440	29	2	1
1601	120.180967	30.223652	0.415343	0.295915	0	1440	26	0	0
1602	120.176348	30.228513	0.416840	0.302424	0	1440	21	2	1
1603	120.166699	30.252264	0.478613	0.292799	0	1440	28	2	1
1604	120.175856	30.226124	0.452072	0.298636	0	1440	22	0	0
1605	120.173948	30.241769	0.429614	0.295594	0	1440	17	1	1
1606	120.173880	30.224611	0.457889	0.288875	0	1440	15	0	0
1607	120.186038	30.250900	0.493559	0.296832	0	1440	22	0	0
1608	120.176355	30.249163	0.454926	0.307941	480	1020	28	0	0
1609	120.191230	30.226498	0.442985	0.320784	480	1020	26	0	0
1610	120.171027	30.251629	0.419927	0.288565	0	1440	29	0	0
1611	120.177301	30.221737	0.440435	0.298971	480	1020	29	0	0
1612	120.160175	30.239029	0.444454	0.278682	0	1440	18	0	0
1613	120.197383	30.234188	0.467088	0.279554	0	1440	27	0	0
1614	120.177902	30.237106	0.459569	0.303306	0	1440	17	1	1
1615	120.183544	30.228078	0.429709	0.290599	0	1440	17	0	0
1616	120.197639	30.239183	0.431914	0.316922	0	1440	25	1	1
1617	120.166145	30.226488	0.422983	0.287859	0	1440	21	0	0
1618	120.165941	30.248009	0.433390	0.294836	0	1440	28	0	0
1619	120.162127	30.239967	0.414488	0.301075	0	1440	28	0	0
1620	120.202226	30.235581	0.442639	0.302736	0	1440	21	1	1
1621	120.186372	30.253867	0.420732	0.307783	0	1440	27	0	0
1622	120.177442	30.254056	0.455434	0.309764	0	1440	16	2	1
1623	120.203025	30.236706	0.433616	0.298906	0	1440	22	2	1
1624	120.182318	30.225997	0.438700	0.305896	0	1440	24	1	1
1625	120.171660	30.227575	0.453549	0.295139	0	1440	24	0	0
1626	120.165449	30.246832	0.436388	0.299260	0	1440	27	1	1
1627	120.190006	30.227578	0.463583	0.300470	0	1440	15	2	1
1628	120.188691	30.232203	0.461186	0.301078	0	1440	17	0	0
1629	120.167817	30.235660	0.453327	0.293591	480	1020	19	0	0
1630	120.176588	30.235025	0.455462	0.310134	480	1020	19	0	0
1631	120.169907	30.235453	0.456413	0.304665	0	1440	17	2	1
1632	120.140744	30.316574	0.416121	0.311504	0	1440	27	0	0
1633	120.148587	30.203904	0.463876	0.313634	0	1440	22	0	0
1634	120.159371	30.207216	0.453460	0.302365	0	1440	25	1	1
1635	120.155152	30.203369	0.471500	0.307710	0	1440	26	0	0
1636	120.174412	30.233779	0.430568	0.304609	0	1440	15	0	0
1637	120.174676	30.218676	0.471937	0.308268	0	1440	24	0	0
1638	120.174853	30.232618	0.440354	0.283846	0	1440	27	1	1
1639	120.175598	30.223842	0.449815	0.300402	0	1440	29	2	1
1640	120.151450	30.207004	0.457435	0.290979	0	1440	21	1	1
1641	120.169115	30.235272	0.462588	0.305992	0	1440	28	1	1
1642	120.592945	30.170427	0.447886	0.292502	0	1440	23	0	0
1643	120.174523	30.222270	0.472813	0.293723	0	1440	29	2	1
1644	120.157061	30.208136	0.443912	0.293881	480	1020	19	0	0
1645	120.176487	30.214209	0.462632	0.274633	0	1440	24	0	0
1646	120.185400	30.251033	0.484214	0.307651	0	1440	20	1	1
1647	120.200576	30.235524	0.436171	0.320924	0	1440	26	0	0
1648	120.155838	30.205482	0.440425	0.314137	0	1440	19	0	0
1649	120.164037	30.207089	0.467369	0.308744	480	1020	23	0	0
1650	120.205890	30.231048	0.428288	0.308074	0	1440	21	0	0
1651	120.203266	30.230452	0.480439	0.308944	0	1440	24	1	1
1652	120.203642	30.232453	0.470147	0.292247	0	1440	16	2	1
1653	120.161227	30.206212	0.449868	0.299673	0	1440	23	0	0
1654	120.161968	30.208473	0.469276	0.296069	0	1440	18	2	1
1655	120.171675	30.233853	0.424349	0.306136	0	1440	21	0	0
1656	120.168936	30.257073	0.460776	0.286892	0	1440	21	1	1
1657	120.201578	30.234902	0.445198	0.306893	480	1020	25	0	0
1658	120.175746	30.236254	0.485882	0.283728	0	1440	26	2	1
1659	120.173843	30.238965	0.465117	0.307511	0	1440	22	0	0
1660	120.171974	30.228611	0.449038	0.291010	0	1440	18	1	1
1661	120.178446	30.220863	0.455843	0.289520	480	1020	23	0	0
1662	120.170613	30.256151	0.409938	0.304152	480	1020	20	0	0
1663	120.173843	30.255468	0.448608	0.304968	0	1440	22	0	0
1664	120.176544	30.239060	0.437463	0.310167	0	1440	22	0	0
1665	120.169601	30.234498	0.466871	0.287713	0	1440	23	0	0
1666	120.175397	30.215807	0.407728	0.318153	0	1440	21	1	1
1667	120.168076	30.242579	0.462733	0.297051	0	1440	15	0	0
1668	120.186494	30.257455	0.421159	0.308047	0	1440	28	0	0
1669	120.199619	30.236651	0.444814	0.294974	0	1440	21	0	0
1670	120.182972	30.255273	0.482181	0.292197	0	1440	17	2	1
1671	120.171548	30.242797	0.466410	0.294008	0	1440	26	0	0
1672	120.195151	30.242720	0.465622	0.297925	0	1440	25	0	0
1673	120.169772	30.241432	0.442298	0.298756	0	1440	26	0	0
1674	120.166728	30.242494	0.466005	0.297490	0	1440	22	1	1
1675	120.174725	30.232739	0.415117	0.306649	0	1440	23	2	1
1676	120.168705	30.248934	0.470596	0.318060	0	1440	18	0	0
1677	120.171144	30.243603	0.456286	0.305442	0	1440	15	0	0
1678	120.198564	30.236236	0.438719	0.314516	0	1440	17	0	0
1679	120.171113	30.237694	0.442963	0.294069	0	1440	16	0	0
1680	120.160279	30.238849	0.473574	0.309979	0	1440	22	2	1
1681	120.173045	30.230003	0.438256	0.289886	0	1440	16	0	0
1682	120.170956	30.251361	0.440366	0.299207	0	1440	18	0	0
1683	120.172753	30.224397	0.416106	0.314146	0	1440	29	0	0
1684	120.161933	30.245096	0.428093	0.303030	0	1440	24	0	0
1685	120.174450	30.242564	0.452370	0.301676	0	1440	20	1	1
1686	120.201424	30.236297	0.421146	0.311080	0	1440	18	2	1
1687	120.151494	30.203067	0.471756	0.293947	480	1020	26	0	0
1688	120.184004	30.253759	0.428012	0.311746	0	1440	21	1	1
1689	120.195213	30.235099	0.461665	0.289036	0	1440	20	2	1
1690	120.182249	30.254979	0.457599	0.296793	0	1440	27	1	1
1691	120.166703	30.240615	0.432990	0.321041	0	1440	24	1	1
1692	120.173393	30.233761	0.470627	0.283029	0	1440	24	1	1
1693	120.184743	30.250511	0.454640	0.306857	0	1440	23	1	1
1694	120.199634	30.237345	0.468994	0.317319	0	1440	21	1	1
1695	120.174950	30.239494	0.427536	0.310367	0	1440	29	0	0
1696	120.171342	30.232813	0.485713	0.300222	0	1440	16	0	0
1697	120.170434	30.229810	0.457777	0.304767	0	1440	18	0	0
1698	120.171000	30.248650	0.482231	0.293163	0	1440	23	0	0
1699	120.173249	30.253123	0.435954	0.292176	0	1440	22	0	0
1700	120.180356	30.247455	0.449986	0.307672	0	1440	21	1	1
1701	120.175467	30.256723	0.415936	0.306909	480	1020	24	0	0
1702	120.170549	30.257158	0.486670	0.302322	0	1440	15	1	1
1703	120.181238	30.256108	0.425461	0.305549	0	1440	16	1	1
1704	120.197933	30.233367	0.458480	0.305934	0	1440	19	0	0
1705	120.168881	30.241022	0.444914	0.295409	0	1440	18	0	0
1706	120.171881	30.235547	0.430540	0.301404	0	1440	27	1	1
1707	120.178275	30.253982	0.467408	0.292223	0	1440	27	1	1
1708	120.173029	30.236683	0.438125	0.313772	0	1440	15	0	0
1709	120.182032	30.256847	0.429182	0.290534	0	1440	27	1	1
1710	120.199022	30.236013	0.430010	0.320792	0	1440	24	0	0
1711	120.171790	30.210359	0.440626	0.294737	0	1440	18	1	1
1712	120.172757	30.214731	0.467782	0.286882	480	1020	19	0	0
1713	120.203143	30.234724	0.450304	0.304533	0	1440	27	1	1
1714	120.179803	30.251751	0.439323	0.292756	0	1440	21	1	1
1715	120.160001	30.237844	0.451962	0.295155	0	1440	24	0	0
1716	120.288271	30.171871	0.438406	0.306693	0	1440	22	1	1
1717	120.174138	30.230877	0.465384	0.289020	0	1440	19	1	1
1718	120.182713	30.253648	0.460280	0.311605	480	1020	29	0	0
1719	120.171620	30.249210	0.475898	0.292458	0	1440	19	0	0
1720	120.160175	30.239029	0.458211	0.284419	480	1020	23	0	0
1721	120.172244	30.233471	0.435117	0.326669	0	1440	18	0	0
1722	120.178959	30.254970	0.418709	0.301127	480	1020	24	0	0
1723	120.174719	30.245041	0.473385	0.269125	480	1020	16	0	0
1724	120.181279	30.248346	0.482465	0.288622	0	1440	17	0	0
1725	120.202739	30.234021	0.450904	0.307570	0	1440	28	0	0
1726	120.169721	30.255080	0.452579	0.290439	0	1440	27	1	1
1727	120.168506	30.236284	0.459840	0.300908	0	1440	25	0	0
1728	120.171933	30.234474	0.464738	0.279537	0	1440	29	2	1
1729	120.176766	30.244448	0.460682	0.309504	0	1440	16	2	1
1730	120.173253	30.244155	0.406843	0.316119	0	1440	15	2	1
1731	120.167183	30.244469	0.445436	0.308233	0	1440	28	0	0
1732	120.176948	30.255973	0.438691	0.299008	480	1020	25	0	0
1733	120.174316	30.231202	0.480172	0.301864	0	1440	20	2	1
1734	120.179273	30.241592	0.441820	0.292326	0	1440	16	1	1
1735	120.174343	30.246327	0.424435	0.291916	0	1440	23	0	0
1736	120.169489	30.247162	0.469669	0.297586	0	1440	17	0	0
1737	120.192815	30.237639	0.452188	0.292489	0	1440	16	0	0
1738	120.191335	30.242970	0.482994	0.317608	0	1440	18	0	0
1739	120.181278	30.251484	0.470321	0.311220	0	1440	15	0	0
